batch_index,participants,strategy,row_index_in_batch,y_true,y_pred,confidence,anomaly_score,model_error,priority_score,selection_reasons,reviewed_label,human_correct,model_corrected,human_agrees_with_model
2,P7,uncertainty,21,0,0,0.28990817070007324,3.043708411637475,0,4.3909235651274665,"low_confidence,drift_batch",0,1,0,1
2,P7,uncertainty,71,2,0,0.2815723121166229,3.862052461574256,1,4.407595282294367,"low_confidence,drift_batch",2,1,1,0
2,P7,uncertainty,70,2,1,0.2929505407810211,2.824927600690356,1,4.384838824965571,"low_confidence,drift_batch",2,1,1,0
2,P7,uncertainty,198,1,0,0.28923213481903076,2.3274588674308614,1,4.3922756368895515,"low_confidence,drift_batch",1,1,1,0
2,P7,uncertainty,145,2,1,0.2986064553260803,2.6607712791182045,1,4.373526995875452,"low_confidence,drift_batch",2,1,1,0
2,P7,uncertainty,78,2,0,0.2868623435497284,2.945569274668349,1,4.397015219428156,"low_confidence,drift_batch",2,1,1,0
2,P7,uncertainty,20,0,0,0.30145782232284546,2.0027802958960086,0,4.367824261881922,"low_confidence,drift_batch",0,1,0,1
2,P7,uncertainty,186,1,0,0.29685163497924805,1.168371590999403,1,4.377036636569117,"low_confidence,drift_batch",1,1,1,0
2,P7,uncertainty,247,0,0,0.3374080955982208,4.298305756657984,0,4.295923715331171,"low_confidence,drift_batch",0,1,0,1
2,P7,uncertainty,248,0,0,0.3353132903575897,3.2220325025434393,0,4.3001133258124336,"low_confidence,drift_batch",0,1,0,1
2,P7,uncertainty,144,2,0,0.3313598930835724,3.086270914566877,1,4.308020120360468,"low_confidence,drift_batch",2,1,1,0
2,P7,uncertainty,116,1,0,0.32485437393188477,4.3526342329976755,1,4.3210311586638435,"low_confidence,drift_batch",1,1,1,0
2,P7,uncertainty,100,2,0,0.3081471920013428,2.6036574778253265,1,4.3544455225249274,"low_confidence,drift_batch",2,1,1,0
2,P7,uncertainty,72,2,0,0.333320289850235,4.013493791543338,1,4.304099326827143,"low_confidence,drift_batch",2,1,1,0
3,"P11,P7",uncertainty,229,0,2,0.26758551597595215,0.8916622415346007,1,1.4648289680480957,low_confidence,0,1,1,0
3,"P11,P7",uncertainty,254,0,2,0.27142366766929626,1.004566492259753,1,1.4571526646614075,low_confidence,0,1,1,0
3,"P11,P7",uncertainty,246,0,3,0.2787013649940491,1.580171075742691,1,1.4425972700119019,low_confidence,0,1,1,0
3,"P11,P7",uncertainty,237,0,2,0.27586647868156433,0.9847713921330693,1,1.4482670426368713,low_confidence,0,1,1,0
3,"P11,P7",uncertainty,245,0,3,0.279984712600708,1.0107339753939635,1,1.440030574798584,low_confidence,0,1,1,0
3,"P11,P7",uncertainty,100,2,3,0.2881745398044586,1.556950011942501,1,1.4236509203910828,low_confidence,2,1,1,0
3,"P11,P7",uncertainty,124,2,2,0.2798771262168884,1.1538408657482553,0,1.4402457475662231,low_confidence,2,1,0,1
3,"P11,P7",uncertainty,210,0,2,0.26715943217277527,1.3529025454133603,1,1.4656811356544495,low_confidence,0,1,1,0
3,"P11,P7",uncertainty,126,2,2,0.2789427638053894,1.7501865486908714,0,1.4421144723892212,low_confidence,2,1,0,1
3,"P11,P7",uncertainty,164,1,2,0.2866014838218689,1.6766229082801034,1,1.4267970323562622,low_confidence,1,1,1,0
3,"P11,P7",uncertainty,109,2,2,0.28582677245140076,1.728748730330382,0,1.4283464550971985,low_confidence,2,1,0,1
3,"P11,P7",uncertainty,110,2,3,0.2845127582550049,1.3879142456677946,1,1.4309744834899902,low_confidence,2,1,1,0
3,"P11,P7",uncertainty,232,0,0,0.2859962582588196,1.2063958309609488,0,1.4280074834823608,low_confidence,0,1,0,1
3,"P11,P7",uncertainty,141,2,3,0.2856128513813019,1.4001111914366107,1,1.4287742972373962,low_confidence,2,1,1,0
3,"P11,P7",uncertainty,250,0,2,0.28324756026268005,0.8389902586916486,1,1.43350487947464,low_confidence,0,1,1,0
3,"P11,P7",uncertainty,2,0,0,0.2997548282146454,1.9067652426643578,0,1.4004903435707092,low_confidence,0,1,0,1
4,P11,uncertainty,43,0,3,0.25638505816459656,2.2567176457743536,1,3.05437263456195,"low_confidence,drift_batch",0,1,1,0
4,P11,uncertainty,249,2,2,0.26002052426338196,1.468156337012221,0,3.047101702364379,"low_confidence,drift_batch",2,1,0,1
4,P11,uncertainty,156,2,2,0.2661287486553192,1.761426187237461,0,3.0348852535805046,"low_confidence,drift_batch",2,1,0,1
4,P11,uncertainty,207,1,0,0.25640738010406494,2.0310141550669703,1,3.054327990683013,"low_confidence,drift_batch",1,1,1,0
4,P11,uncertainty,163,2,2,0.2719285786151886,0.9968887180882025,0,3.023285593660766,"low_confidence,drift_batch",2,1,0,1
4,P11,uncertainty,11,0,0,0.2669684588909149,1.9643047906471078,0,3.0332058331093132,"low_confidence,drift_batch",0,1,0,1
4,P11,uncertainty,230,3,3,0.2650042772293091,1.5368372627309526,0,3.037134196432525,"low_confidence,drift_batch",3,1,0,1
4,P11,uncertainty,81,0,3,0.2684860825538635,2.3679556799192976,1,3.030170585783416,"low_confidence,drift_batch",0,1,1,0
4,P11,uncertainty,162,2,2,0.25730952620506287,1.7365342512886839,0,3.0525236984810173,"low_confidence,drift_batch",2,1,0,1
4,P11,uncertainty,32,0,3,0.26250624656677246,1.2296889381816039,1,3.042130257757598,"low_confidence,drift_batch",0,1,1,0
4,P11,uncertainty,237,2,0,0.2599150538444519,1.2685194543418834,1,3.0473126432022393,"low_confidence,drift_batch",2,1,1,0
4,P11,uncertainty,222,3,2,0.27120622992515564,1.4226101449120467,1,3.024730291040832,"low_confidence,drift_batch",3,1,1,0
4,P11,uncertainty,180,2,2,0.2630460858345032,2.625234311138905,0,3.0410505792221367,"low_confidence,drift_batch",2,1,0,1
4,P11,uncertainty,107,0,2,0.2758166491985321,0.9791531986156136,1,3.015509452494079,"low_confidence,drift_batch",0,1,1,0
4,P11,uncertainty,189,2,2,0.27377623319625854,1.113339980733182,0,3.019590284498626,"low_confidence,drift_batch",2,1,0,1
4,P11,uncertainty,131,0,0,0.2642803192138672,2.0687293278682173,0,3.0385821124634087,"low_confidence,drift_batch",0,1,0,1
5,P11,uncertainty,161,2,2,0.25888580083847046,1.8440153244922735,0,2.7614228010845547,"low_confidence,drift_batch",2,1,0,1
5,P11,uncertainty,253,0,1,0.2723985016345978,1.8577144015136773,1,2.7343973994923,"low_confidence,drift_batch",0,1,1,0
5,P11,uncertainty,181,1,0,0.25622686743736267,1.7843191949375274,1,2.7667406678867703,"low_confidence,drift_batch",1,1,1,0
5,P11,uncertainty,77,2,0,0.2686580419540405,1.7983206792033213,1,2.7418783188534146,"low_confidence,drift_batch",2,1,1,0
5,P11,uncertainty,132,2,2,0.2725614309310913,0.8996139822239845,0,2.734071540899313,"low_confidence,drift_batch",2,1,0,1
5,P11,uncertainty,172,1,1,0.27165961265563965,3.7842262658178267,0,2.7358751774502164,"low_confidence,drift_batch",1,1,0,1
5,P11,uncertainty,29,2,2,0.2701408565044403,1.1531243141932546,0,2.738912689752615,"low_confidence,drift_batch",2,1,0,1
5,P11,uncertainty,70,2,3,0.265828400850296,3.449663770749851,1,2.7475376010609036,"low_confidence,drift_batch",2,1,1,0
5,P11,uncertainty,160,2,3,0.2638905346393585,2.060444273989829,1,2.7514133334827786,"low_confidence,drift_batch",2,1,1,0
5,P11,uncertainty,222,0,2,0.26936352252960205,1.5339153789829711,1,2.7404673577022916,"low_confidence,drift_batch",0,1,1,0
5,P11,uncertainty,198,3,3,0.26863905787467957,1.9725910861687637,0,2.7419162870121365,"low_confidence,drift_batch",3,1,0,1
5,P11,uncertainty,28,2,0,0.27558523416519165,1.4613438972731574,1,2.7280239344311124,"low_confidence,drift_batch",2,1,1,0
5,P11,uncertainty,63,2,2,0.2695174217224121,2.6715026866127443,0,2.7401595593166714,"low_confidence,drift_batch",2,1,0,1
5,P11,uncertainty,112,2,2,0.2727619707584381,1.54475396307204,0,2.7336704612446194,"low_confidence,drift_batch",2,1,0,1
5,P11,uncertainty,245,0,0,0.2737932801246643,2.3246083199230054,0,2.731607842512167,"low_confidence,drift_batch",0,1,0,1
5,P11,uncertainty,76,2,2,0.2783359885215759,2.12681056189355,0,2.722522425718344,"low_confidence,drift_batch",2,1,0,1
6,"P11,P18",uncertainty,137,2,2,0.26198840141296387,1.8614667228232977,0,1.4760231971740723,low_confidence,2,1,0,1
6,"P11,P18",uncertainty,0,0,3,0.25705423951148987,1.5985959234345142,1,1.4858915209770203,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,56,0,2,0.26142266392707825,1.8794774545245274,1,1.4771546721458435,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,44,0,0,0.26083192229270935,1.9369397286086467,0,1.4783361554145813,low_confidence,0,1,0,1
6,"P11,P18",uncertainty,163,2,2,0.27645426988601685,1.1642928215892563,0,1.4470914602279663,low_confidence,2,1,0,1
6,"P11,P18",uncertainty,57,0,0,0.2705555260181427,1.579214587620778,0,1.4588889479637146,low_confidence,0,1,0,1
6,"P11,P18",uncertainty,23,0,2,0.2785189151763916,1.465549146579591,1,1.4429621696472168,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,3,0,3,0.26890555024147034,2.191564159271297,1,1.4621888995170593,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,1,0,2,0.28498032689094543,1.3993895487119534,1,1.4300393462181091,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,26,0,2,0.27397316694259644,1.2877368616616742,1,1.4520536661148071,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,54,0,1,0.28337204456329346,1.9849152725193022,1,1.433255910873413,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,60,0,1,0.27234795689582825,2.1490594700398207,1,1.4553040862083435,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,33,0,0,0.281924307346344,0.8338100521590984,0,1.436151385307312,low_confidence,0,1,0,1
6,"P11,P18",uncertainty,254,3,2,0.27339717745780945,1.296466495172159,1,1.453205645084381,low_confidence,3,1,1,0
6,"P11,P18",uncertainty,12,0,0,0.28801146149635315,1.348429641247183,0,1.4239770770072937,low_confidence,0,1,0,1
6,"P11,P18",uncertainty,58,0,1,0.29264605045318604,2.276854818544534,1,1.414707899093628,low_confidence,0,1,1,0
7,P18,uncertainty,166,0,3,0.2589679956436157,1.3642765494655569,1,2.403483939397832,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,80,0,3,0.26654019951820374,1.0711351841963368,1,2.388339531648656,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,10,3,2,0.27093395590782166,1.2399390095506717,1,2.37955201886942,"low_confidence,drift_batch",3,1,1,0
7,P18,uncertainty,34,0,0,0.2721523642539978,1.079638657540874,0,2.377115202177068,"low_confidence,drift_batch",0,1,0,1
7,P18,uncertainty,100,0,0,0.27640464901924133,1.3316939177394367,0,2.368610632646581,"low_confidence,drift_batch",0,1,0,1
7,P18,uncertainty,61,0,2,0.26967671513557434,1.8234530823282578,1,2.3820665004139148,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,41,0,0,0.27173471450805664,0.785131062181319,0,2.37795050166895,"low_confidence,drift_batch",0,1,0,1
7,P18,uncertainty,175,0,2,0.2734556496143341,1.5311714779370649,1,2.3745086314563952,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,184,0,0,0.2686620354652405,1.2022427551406916,0,2.3840958597545825,"low_confidence,drift_batch",0,1,0,1
7,P18,uncertainty,76,0,2,0.2689060866832733,2.0062045648470694,1,2.383607757318517,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,163,0,3,0.26597899198532104,1.0814594477215123,1,2.3894619467144214,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,8,3,0,0.28360551595687866,1.3699708839968137,1,2.354208898771306,"low_confidence,drift_batch",3,1,1,0
7,P18,uncertainty,181,0,0,0.26759907603263855,1.4415484921979564,0,2.3862217786197863,"low_confidence,drift_batch",0,1,0,1
7,P18,uncertainty,79,0,2,0.2698534429073334,0.9704008513114794,1,2.3817130448703967,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,148,0,2,0.27089783549308777,1.7418667763355449,1,2.379624259698888,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,49,0,2,0.26504993438720703,1.138339974399789,1,2.3913200619106494,"low_confidence,drift_batch",0,1,1,0
8,P18,uncertainty,121,2,0,0.2787940204143524,1.3424440837495804,1,3.120683770430085,"low_confidence,drift_batch",2,1,1,0
8,P18,uncertainty,167,2,0,0.26902514696121216,0.8440867966639993,1,3.1402215173363657,"low_confidence,drift_batch",2,1,1,0
8,P18,uncertainty,143,2,3,0.27172496914863586,1.0134286439017763,1,3.1348218729615183,"low_confidence,drift_batch",2,1,1,0
8,P18,uncertainty,168,2,2,0.27169913053512573,0.7924412785263668,0,3.1348735501885385,"low_confidence,drift_batch",2,1,0,1
8,P18,uncertainty,87,1,2,0.28333503007888794,1.5673179327256048,1,3.111601751101014,"low_confidence,drift_batch",1,1,1,0
8,P18,uncertainty,219,1,2,0.27899765968322754,0.9582611662163657,1,3.120276491892335,"low_confidence,drift_batch",1,1,1,0
8,P18,uncertainty,153,2,2,0.2761407196521759,1.3223637354125977,0,3.125990371954438,"low_confidence,drift_batch",2,1,0,1
8,P18,uncertainty,68,1,3,0.2853851020336151,1.3313396086414244,1,3.1075016071915598,"low_confidence,drift_batch",1,1,1,0
8,P18,uncertainty,180,2,2,0.27842703461647034,1.0215755544263507,0,3.1214177420258493,"low_confidence,drift_batch",2,1,0,1
8,P18,uncertainty,39,1,2,0.2880518138408661,1.4334209217210623,1,3.102168183577058,"low_confidence,drift_batch",1,1,1,0
8,P18,uncertainty,170,2,2,0.28681981563568115,1.4410193110408929,0,3.1046321799874277,"low_confidence,drift_batch",2,1,0,1
8,P18,uncertainty,164,2,3,0.29385995864868164,1.4098699490776136,1,3.0905518939614267,"low_confidence,drift_batch",2,1,1,0
8,P18,uncertainty,179,2,2,0.2904696464538574,0.8671534732690876,0,3.097332518351075,"low_confidence,drift_batch",2,1,0,1
8,P18,uncertainty,178,2,2,0.2941626012325287,0.9774477328039316,0,3.0899466087937326,"low_confidence,drift_batch",2,1,0,1
8,P18,uncertainty,157,2,2,0.2903159260749817,0.9487583027106723,0,3.0976399591088266,"low_confidence,drift_batch",2,1,0,1
8,P18,uncertainty,171,2,2,0.28256428241729736,1.5302393803329604,0,3.1131432464241953,"low_confidence,drift_batch",2,1,0,1
9,"P18,P22",uncertainty,56,0,2,0.25602397322654724,1.1657705730595176,1,2.6307047973410564,"low_confidence,drift_batch",0,1,1,0
9,"P18,P22",uncertainty,94,0,2,0.26248592138290405,0.9837419660501149,1,2.617780901028343,"low_confidence,drift_batch",0,1,1,0
9,"P18,P22",uncertainty,7,0,2,0.27758267521858215,1.71953051940014,1,2.5875873933569866,"low_confidence,drift_batch",0,1,1,0
9,"P18,P22",uncertainty,100,0,0,0.2808307707309723,1.9101287200030586,0,2.5810912023322063,"low_confidence,drift_batch",0,1,0,1
9,"P18,P22",uncertainty,130,2,3,0.2741197645664215,0.5886763351044686,1,2.594513214661308,"low_confidence,drift_batch",2,1,1,0
9,"P18,P22",uncertainty,162,2,2,0.27122169733047485,1.478129768863943,0,2.600309349133201,"low_confidence,drift_batch",2,1,0,1
9,"P18,P22",uncertainty,201,2,2,0.26897361874580383,1.0555523702528702,0,2.6048055063025433,"low_confidence,drift_batch",2,1,0,1
9,"P18,P22",uncertainty,69,0,0,0.27386748790740967,1.2881489166002411,0,2.5950177679793316,"low_confidence,drift_batch",0,1,0,1
9,"P18,P22",uncertainty,241,2,0,0.2865198850631714,1.981376255349795,1,2.569712973667808,"low_confidence,drift_batch",2,1,1,0
9,"P18,P22",uncertainty,76,0,2,0.27783769369125366,1.6572546703261504,1,2.5870773564116436,"low_confidence,drift_batch",0,1,1,0
9,"P18,P22",uncertainty,68,0,2,0.26591652631759644,1.1776709597581256,1,2.610919691158958,"low_confidence,drift_batch",0,1,1,0
9,"P18,P22",uncertainty,139,2,2,0.2776448726654053,1.4459303176063112,0,2.5874629984633404,"low_confidence,drift_batch",2,1,0,1
9,"P18,P22",uncertainty,163,2,2,0.26794686913490295,1.5227131051102696,0,2.606859005524345,"low_confidence,drift_batch",2,1,0,1
9,"P18,P22",uncertainty,92,0,2,0.2777417004108429,1.689788352216288,1,2.587269342972465,"low_confidence,drift_batch",0,1,1,0
9,"P18,P22",uncertainty,108,0,2,0.269217848777771,1.1951758352339414,1,2.604317046238609,"low_confidence,drift_batch",0,1,1,0
9,"P18,P22",uncertainty,52,0,2,0.27733591198921204,1.628583793702687,1,2.588080919815727,"low_confidence,drift_batch",0,1,1,0
10,P22,uncertainty,246,0,3,0.2592329978942871,0.8784792106161461,1,2.336138446960843,"low_confidence,drift_batch",0,1,1,0
10,P22,uncertainty,95,3,3,0.26347729563713074,0.7214004530481719,0,2.327649851475156,"low_confidence,drift_batch",3,1,0,1
10,P22,uncertainty,232,0,3,0.2619713246822357,1.2364713242318852,1,2.330661793384946,"low_confidence,drift_batch",0,1,1,0
10,P22,uncertainty,139,0,0,0.2670455574989319,1.2713060178865443,0,2.3205133277515535,"low_confidence,drift_batch",0,1,0,1
10,P22,uncertainty,94,3,3,0.2700464725494385,1.0087141345441655,0,2.3145114976505403,"low_confidence,drift_batch",3,1,0,1
10,P22,uncertainty,87,3,3,0.2630138397216797,1.580782462344915,0,2.328576763306058,"low_confidence,drift_batch",3,1,0,1
10,P22,uncertainty,38,1,0,0.2697911262512207,1.521956011137319,1,2.315022190246976,"low_confidence,drift_batch",1,1,1,0
10,P22,uncertainty,198,0,2,0.27593106031417847,1.9040757110436808,1,2.3027423221210603,"low_confidence,drift_batch",0,1,1,0
10,P22,uncertainty,54,1,2,0.2706338167190552,1.0772433640587518,1,2.313336809311307,"low_confidence,drift_batch",1,1,1,0
10,P22,uncertainty,204,0,0,0.2801937758922577,1.0320518477237948,0,2.294216890964902,"low_confidence,drift_batch",0,1,0,1
10,P22,uncertainty,188,0,0,0.2745000123977661,1.3496018340187885,0,2.305604417953885,"low_confidence,drift_batch",0,1,0,1
10,P22,uncertainty,143,0,0,0.2813239097595215,0.7054135339839567,0,2.2919566232303743,"low_confidence,drift_batch",0,1,0,1
10,P22,uncertainty,207,0,0,0.27232638001441956,1.0236418233618545,0,2.309951682720578,"low_confidence,drift_batch",0,1,0,1
10,P22,uncertainty,115,0,0,0.2791776955127716,0.8158137665008044,0,2.296249051723874,"low_confidence,drift_batch",0,1,0,1
10,P22,uncertainty,254,0,0,0.2790490388870239,1.2936304994972014,0,2.2965063649753694,"low_confidence,drift_batch",0,1,0,1
10,P22,uncertainty,108,0,3,0.2743985950946808,1.3728329869717932,1,2.3058072525600557,"low_confidence,drift_batch",0,1,1,0
11,P22,uncertainty,16,0,2,0.26838231086730957,1.3626869742599412,1,2.66816290942211,"low_confidence,drift_batch",0,1,1,0
11,P22,uncertainty,245,2,0,0.2612372934818268,0.7576108885780448,1,2.682452944193076,"low_confidence,drift_batch",2,1,1,0
11,P22,uncertainty,20,0,3,0.2654498517513275,0.9602676271857272,1,2.6740278276540743,"low_confidence,drift_batch",0,1,1,0
11,P22,uncertainty,29,0,2,0.2699187994003296,1.0885493422761805,1,2.66508993235607,"low_confidence,drift_batch",0,1,1,0
11,P22,uncertainty,163,2,2,0.2615535855293274,1.1089362365096276,0,2.6818203600980746,"low_confidence,drift_batch",2,1,0,1
11,P22,uncertainty,190,2,2,0.2614499032497406,0.9395135875208074,0,2.682027724657248,"low_confidence,drift_batch",2,1,0,1
11,P22,uncertainty,207,2,0,0.2833200991153717,1.4035096021823716,1,2.638287332925986,"low_confidence,drift_batch",2,1,1,0
11,P22,uncertainty,148,2,3,0.2792168855667114,1.9842344915270198,1,2.6464937600233065,"low_confidence,drift_batch",2,1,1,0
11,P22,uncertainty,21,0,2,0.2672795355319977,0.8437810356562429,1,2.670368460092734,"low_confidence,drift_batch",0,1,1,0
11,P22,uncertainty,187,2,2,0.27744874358177185,1.1752380097147255,0,2.6500300439931856,"low_confidence,drift_batch",2,1,0,1
11,P22,uncertainty,191,2,2,0.2681874930858612,1.1675240398761324,0,2.668552544985007,"low_confidence,drift_batch",2,1,0,1
11,P22,uncertainty,45,2,2,0.26649942994117737,1.758794507826944,0,2.6719286712743746,"low_confidence,drift_batch",2,1,0,1
11,P22,uncertainty,88,1,2,0.2755349576473236,1.0717863597714217,1,2.653857615862082,"low_confidence,drift_batch",1,1,1,0
11,P22,uncertainty,18,0,0,0.2860806882381439,0.7391140506301224,0,2.6327661546804415,"low_confidence,drift_batch",0,1,0,1
11,P22,uncertainty,180,2,3,0.28019875288009644,1.785993670725527,1,2.6445300253965365,"low_confidence,drift_batch",2,1,1,0
11,P22,uncertainty,210,2,2,0.2694743573665619,1.1077904867239317,0,2.6659788164236056,"low_confidence,drift_batch",2,1,0,1
12,P22,uncertainty,99,0,0,0.2523776590824127,1.0669050173647652,0,2.420230405221387,"low_confidence,drift_batch",0,1,0,1
12,P22,uncertainty,100,0,1,0.2559328079223633,1.052573490050315,1,2.413120107541486,"low_confidence,drift_batch",0,1,1,0
12,P22,uncertainty,209,0,0,0.2586189806461334,0.7782091796450192,0,2.407747762093946,"low_confidence,drift_batch",0,1,0,1
12,P22,uncertainty,111,0,3,0.26655474305152893,0.8255074356286081,1,2.391876237283155,"low_confidence,drift_batch",0,1,1,0
12,P22,uncertainty,90,3,3,0.2663108706474304,0.975719884363715,0,2.392363982091352,"low_confidence,drift_batch",3,1,0,1
12,P22,uncertainty,130,0,0,0.271250456571579,1.0646779368931065,0,2.3824848102430547,"low_confidence,drift_batch",0,1,0,1
12,P22,uncertainty,4,1,0,0.27162298560142517,1.6218221814285523,1,2.3817397521833623,"low_confidence,drift_batch",1,1,1,0
12,P22,uncertainty,134,0,2,0.26681479811668396,0.9562746965943396,1,2.3913561271528447,"low_confidence,drift_batch",0,1,1,0
12,P22,uncertainty,167,0,3,0.27123862504959106,1.6331603819851865,1,2.3825084732870305,"low_confidence,drift_batch",0,1,1,0
12,P22,uncertainty,145,0,0,0.2610296607017517,1.148980289282347,0,2.4029264019827092,"low_confidence,drift_batch",0,1,0,1
12,P22,uncertainty,156,0,2,0.26548996567726135,1.190490266147996,1,2.39400579203169,"low_confidence,drift_batch",0,1,1,0
12,P22,uncertainty,96,3,3,0.2725861668586731,1.119077883406192,0,2.3798133896688665,"low_confidence,drift_batch",3,1,0,1
12,P22,uncertainty,14,1,3,0.262797474861145,1.694743423665946,1,2.3993907736639226,"low_confidence,drift_batch",1,1,1,0
12,P22,uncertainty,1,1,0,0.2780230939388275,1.5176096057886275,1,2.3689395355085576,"low_confidence,drift_batch",1,1,1,0
12,P22,uncertainty,112,0,2,0.2764151990413666,1.512313224060303,1,2.3721553253034795,"low_confidence,drift_batch",0,1,1,0
12,P22,uncertainty,117,0,0,0.2772543728351593,0.6358133058811527,0,2.370476977715894,"low_confidence,drift_batch",0,1,0,1
