row_index_in_batch,y_true,y_pred,confidence,anomaly_score,model_error,priority_score,selection_reasons,batch_index,participants
94,2,2,0.28951290249824524,1.3570155949682454,0,1.4209741950035095,low_confidence,6,"P11,P18"
192,2,2,0.29047590494155884,1.3045084572529253,0,1.4190481901168823,low_confidence,6,"P11,P18"
91,2,2,0.2907527983188629,1.0708798426513895,0,1.4184944033622742,low_confidence,6,"P11,P18"
12,0,0,0.2911968529224396,1.4003263131868091,0,1.4176062941551208,low_confidence,6,"P11,P18"
80,0,3,0.2602709233760834,1.0315135380028964,1,2.317149286303204,"low_confidence,drift_batch",7,P18
184,0,2,0.263873815536499,1.2974160350445847,1,2.3099435019823726,"low_confidence,drift_batch",7,P18
49,0,2,0.2642748951911926,1.0714127808676914,1,2.3091413426729854,"low_confidence,drift_batch",7,P18
163,0,3,0.2643531262874603,1.137274026197059,1,2.30898488048045,"low_confidence,drift_batch",7,P18
84,0,2,0.2667838931083679,0.6258990229759125,1,2.304123346838635,"low_confidence,drift_batch",7,P18
55,0,2,0.26728808879852295,0.8760122212389658,1,2.303114955458325,"low_confidence,drift_batch",7,P18
181,0,0,0.267931193113327,1.5212204699225331,0,2.3018287468287166,"low_confidence,drift_batch",7,P18
166,0,3,0.26802754402160645,1.2402568301362455,1,2.301636045012158,"low_confidence,drift_batch",7,P18
61,0,0,0.26833537220954895,1.8089240870691483,0,2.301020388636273,"low_confidence,drift_batch",7,P18
169,0,0,0.2687699496746063,1.2681413670293482,0,2.300151233706158,"low_confidence,drift_batch",7,P18
89,0,2,0.26946091651916504,1.5262107025208138,1,2.2987693000170406,"low_confidence,drift_batch",7,P18
10,3,2,0.2723325490951538,1.188267537872526,1,2.293026034865063,"low_confidence,drift_batch",7,P18
34,0,2,0.2725459635257721,1.0055636047686733,1,2.2925992060038265,"low_confidence,drift_batch",7,P18
54,0,3,0.2727092504501343,1.0762555558164602,1,2.292272632155102,"low_confidence,drift_batch",7,P18
48,0,2,0.2730543613433838,1.0280299044805483,1,2.291582410368603,"low_confidence,drift_batch",7,P18
150,0,2,0.27353033423423767,1.7045390442338684,1,2.2906304645868953,"low_confidence,drift_batch",7,P18
79,0,2,0.27483290433883667,1.056691495332682,1,2.2880253243776973,"low_confidence,drift_batch",7,P18
62,0,0,0.2760085165500641,1.2530677995112425,0,2.2856740999552425,"low_confidence,drift_batch",7,P18
139,0,0,0.2770366370677948,1.2014595609708751,0,2.283617858919781,"low_confidence,drift_batch",7,P18
113,0,2,0.27749061584472656,1.5251258716157166,1,2.2827099013659176,"low_confidence,drift_batch",7,P18
63,0,0,0.27749839425086975,1.2761481340781966,0,2.282694344553631,"low_confidence,drift_batch",7,P18
148,0,2,0.27751389145851135,1.902336862594579,1,2.282663350138348,"low_confidence,drift_batch",7,P18
95,0,2,0.2781256437301636,1.2772907799091455,1,2.2814398455950435,"low_confidence,drift_batch",7,P18
175,0,2,0.2781781256198883,1.549322512729935,1,2.281334881815594,"low_confidence,drift_batch",7,P18
219,1,2,0.26159024238586426,1.008832809126573,1,3.0813690507285356,"low_confidence,drift_batch",8,P18
167,2,0,0.26732560992240906,0.7541030607296165,1,3.069898315655446,"low_confidence,drift_batch",8,P18
143,2,3,0.27358415722846985,1.1257733118540432,1,3.0573812210433244,"low_confidence,drift_batch",8,P18
168,2,2,0.27388858795166016,0.7933613850204401,0,3.056772359596944,"low_confidence,drift_batch",8,P18
180,2,2,0.2741438150405884,1.028130749984792,0,3.0562619054190874,"low_confidence,drift_batch",8,P18
6,2,2,0.2747950553894043,1.6002248079345631,0,3.0549594247214555,"low_confidence,drift_batch",8,P18
153,2,2,0.27643242478370667,1.3606951824048616,0,3.051684685932851,"low_confidence,drift_batch",8,P18
87,1,2,0.2812435030937195,1.6357336844992014,1,3.042062529312825,"low_confidence,drift_batch",8,P18
170,2,2,0.2824212908744812,1.565494208386275,0,3.0397069537513017,"low_confidence,drift_batch",8,P18
157,2,2,0.28471770882606506,0.8968294364921194,0,3.035114117848134,"low_confidence,drift_batch",8,P18
171,2,2,0.28687718510627747,1.4563911847694804,0,3.030795165287709,"low_confidence,drift_batch",8,P18
164,2,3,0.2875225245952606,1.4283763773912828,1,3.029504486309743,"low_confidence,drift_batch",8,P18
61,1,2,0.291373074054718,1.014291545573426,1,3.021803387390828,"low_confidence,drift_batch",8,P18
128,2,2,0.2928127944469452,1.1835141961212141,0,3.0189239466063738,"low_confidence,drift_batch",8,P18
179,2,2,0.29284921288490295,0.8682547064155793,0,3.0188511097304582,"low_confidence,drift_batch",8,P18
130,2,3,0.29289886355400085,1.0211458217173912,1,3.0187518083922624,"low_confidence,drift_batch",8,P18
142,2,2,0.2932908535003662,1.6065701776779615,0,3.0179678284995317,"low_confidence,drift_batch",8,P18
39,1,2,0.2934529781341553,1.5346685575743273,1,3.0176435792319536,"low_confidence,drift_batch",8,P18
202,2,3,0.293538361787796,1.844918044074237,1,3.017472811924672,"low_confidence,drift_batch",8,P18
68,1,3,0.2951222062110901,1.229332853451423,1,3.014305123078084,"low_confidence,drift_batch",8,P18
220,1,2,0.2954550087451935,1.2936928968393502,1,3.013639518009877,"low_confidence,drift_batch",8,P18
178,2,2,0.2962919771671295,1.0343725226045666,0,3.011965581166005,"low_confidence,drift_batch",8,P18
41,1,2,0.2974984347820282,1.3863552810428135,1,3.0095526659362077,"low_confidence,drift_batch",8,P18
144,2,1,0.29824304580688477,1.1391152773815327,1,3.0080634438864946,"low_confidence,drift_batch",8,P18
172,2,3,0.2546566128730774,1.0950414548604346,1,2.636224205066867,"low_confidence,drift_batch",9,"P18,P22"
94,0,2,0.2592856287956238,0.9381096768806152,1,2.626966173221774,"low_confidence,drift_batch",9,"P18,P22"
68,0,2,0.2608545124530792,1.1652499325840497,1,2.6238284059068633,"low_confidence,drift_batch",9,"P18,P22"
162,2,0,0.26347240805625916,1.5799708257749654,1,2.6185926147005034,"low_confidence,drift_batch",9,"P18,P22"
229,2,2,0.26597654819488525,0.9276544587821266,0,2.613584334423251,"low_confidence,drift_batch",9,"P18,P22"
218,2,0,0.26646730303764343,0.9256134874596115,1,2.612602824737735,"low_confidence,drift_batch",9,"P18,P22"
201,2,2,0.2668566107749939,1.0767735772232376,0,2.611824209263034,"low_confidence,drift_batch",9,"P18,P22"
56,0,2,0.26883766055107117,1.098580532901244,1,2.6078621097108794,"low_confidence,drift_batch",9,"P18,P22"
114,0,2,0.2691710889339447,1.6885402744338698,1,2.6071952529451323,"low_confidence,drift_batch",9,"P18,P22"
130,2,2,0.2703276574611664,0.5885203386649661,0,2.604882115890689,"low_confidence,drift_batch",9,"P18,P22"
163,2,2,0.2711796760559082,1.5654456363313274,0,2.6031780787012053,"low_confidence,drift_batch",9,"P18,P22"
169,2,0,0.2735694348812103,1.3923620825684868,1,2.598398561050601,"low_confidence,drift_batch",9,"P18,P22"
69,0,2,0.27644121646881104,1.2811811536806432,1,2.5926549978753997,"low_confidence,drift_batch",9,"P18,P22"
244,2,2,0.27683645486831665,2.02616578699137,0,2.5918645210763884,"low_confidence,drift_batch",9,"P18,P22"
230,2,2,0.2770356833934784,0.8010146593198493,0,2.591466064026065,"low_confidence,drift_batch",9,"P18,P22"
181,2,2,0.2770949900150299,0.9868872317989019,0,2.591347450782962,"low_confidence,drift_batch",9,"P18,P22"
70,0,2,0.27830561995506287,1.0480023691412024,1,2.588926190902896,"low_confidence,drift_batch",9,"P18,P22"
225,2,2,0.2793644070625305,1.4228136474542896,0,2.5868086166879607,"low_confidence,drift_batch",9,"P18,P22"
126,2,2,0.2795695960521698,1.4023392466287563,0,2.586398238708682,"low_confidence,drift_batch",9,"P18,P22"
219,2,2,0.28188180923461914,1.695630791783602,0,2.5817738123437834,"low_confidence,drift_batch",9,"P18,P22"
89,0,2,0.2828538417816162,1.2752651544212414,1,2.5798297472497893,"low_confidence,drift_batch",9,"P18,P22"
217,2,2,0.28335097432136536,0.897617125456363,0,2.578835482170291,"low_confidence,drift_batch",9,"P18,P22"
52,0,2,0.283863365650177,1.6867010097282782,1,2.5778106995126677,"low_confidence,drift_batch",9,"P18,P22"
44,0,0,0.2840128540992737,1.2339129691375146,0,2.5775117226144744,"low_confidence,drift_batch",9,"P18,P22"
137,0,2,0.2577211260795593,0.8678441113510952,1,2.3366722748884357,"low_confidence,drift_batch",10,P22
107,0,3,0.25802814960479736,0.9555386235059327,1,2.3360582278379596,"low_confidence,drift_batch",10,P22
95,3,3,0.2586432993412018,0.7250865640815832,0,2.3348279283651507,"low_confidence,drift_batch",10,P22
176,0,2,0.2588885426521301,1.2400949172415618,1,2.334337441743294,"low_confidence,drift_batch",10,P22
87,3,2,0.2597942650318146,1.4530736714384473,1,2.332525996983925,"low_confidence,drift_batch",10,P22
232,0,2,0.2615702152252197,1.2283479871077254,1,2.328974096597115,"low_confidence,drift_batch",10,P22
65,1,2,0.26240745186805725,0.9990386348942931,1,2.32729962331144,"low_confidence,drift_batch",10,P22
195,0,2,0.2631118893623352,1.0593116222841596,1,2.325890748322884,"low_confidence,drift_batch",10,P22
193,0,2,0.2634449005126953,1.3267470488650837,1,2.3252247260221637,"low_confidence,drift_batch",10,P22
127,0,3,0.2673731744289398,1.5205859938073933,1,2.3173681781896747,"low_confidence,drift_batch",10,P22
37,1,2,0.26790428161621094,1.4148035626531854,1,2.3163059638151324,"low_confidence,drift_batch",10,P22
194,0,3,0.270015150308609,1.1011726813996285,1,2.3120842264303363,"low_confidence,drift_batch",10,P22
247,0,0,0.2704560160636902,0.7389579161216457,0,2.311202494920174,"low_confidence,drift_batch",10,P22
233,0,0,0.2706565856933594,1.481207632057106,0,2.3108013556608356,"low_confidence,drift_batch",10,P22
54,1,2,0.2733398377895355,0.9929036230312905,1,2.3054348514684833,"low_confidence,drift_batch",10,P22
240,0,3,0.275200754404068,0.9158784735102606,1,2.3017130182394183,"low_confidence,drift_batch",10,P22
187,0,0,0.27520114183425903,1.7849833553774945,0,2.3017122433790362,"low_confidence,drift_batch",10,P22
110,0,2,0.27550920844078064,1.5111365707117252,1,2.301096110165993,"low_confidence,drift_batch",10,P22
90,3,2,0.2755800783634186,1.1236227741844547,1,2.300954370320717,"low_confidence,drift_batch",10,P22
96,3,2,0.27565711736679077,1.5715822916710733,1,2.3008002923139728,"low_confidence,drift_batch",10,P22
254,0,0,0.2756716310977936,1.3835904545889015,0,2.300771264851967,"low_confidence,drift_batch",10,P22
207,0,2,0.27590784430503845,1.08037689410307,1,2.3002988384374774,"low_confidence,drift_batch",10,P22
198,0,2,0.27678051590919495,1.8829965580680177,1,2.2985534952291644,"low_confidence,drift_batch",10,P22
224,0,2,0.27706271409988403,1.4995056382835266,1,2.2979890988477862,"low_confidence,drift_batch",10,P22
191,2,2,0.2611692249774933,1.1318776541070301,0,2.667816362751401,"low_confidence,drift_batch",11,P22
190,2,2,0.2627069056034088,0.8765111296363358,0,2.66474100149957,"low_confidence,drift_batch",11,P22
163,2,0,0.2640936076641083,1.2544782425275602,1,2.661967597378171,"low_confidence,drift_batch",11,P22
175,2,2,0.2664552330970764,1.4871617181601215,0,2.657244346512235,"low_confidence,drift_batch",11,P22
21,0,2,0.2668226957321167,0.8816491430121958,1,2.6565094212421543,"low_confidence,drift_batch",11,P22
45,2,3,0.26815465092658997,1.778468440152083,1,2.6538455108532077,"low_confidence,drift_batch",11,P22
7,0,0,0.26859214901924133,1.2929561111018648,0,2.652970514667905,"low_confidence,drift_batch",11,P22
250,1,2,0.2687084376811981,1.184602318349225,1,2.6527379373439914,"low_confidence,drift_batch",11,P22
2,0,2,0.2694711685180664,0.7754914043973131,1,2.651212475670255,"low_confidence,drift_batch",11,P22
143,3,2,0.27067622542381287,0.95819857056226,1,2.648802361858762,"low_confidence,drift_batch",11,P22
223,2,2,0.27142098546028137,0.9350472013476675,0,2.647312841785825,"low_confidence,drift_batch",11,P22
210,2,2,0.2714705765247345,1.0884604991281317,0,2.6472136596569187,"low_confidence,drift_batch",11,P22
29,0,2,0.2725587785243988,1.06242140735109,1,2.64503725565759,"low_confidence,drift_batch",11,P22
57,2,2,0.2726317346096039,1.1405515260626915,0,2.64489134348718,"low_confidence,drift_batch",11,P22
22,0,0,0.27337589859962463,1.1280255835245103,0,2.6434030155071384,"low_confidence,drift_batch",11,P22
219,2,2,0.2737399637699127,0.897665362518706,0,2.6426748851665622,"low_confidence,drift_batch",11,P22
184,2,2,0.2744121849536896,1.2385648222274301,0,2.6413304427990085,"low_confidence,drift_batch",11,P22
227,2,0,0.2751369774341583,1.3350300474895391,1,2.639880857838071,"low_confidence,drift_batch",11,P22
245,2,0,0.2756408452987671,0.7822881848487873,1,2.6388731221088535,"low_confidence,drift_batch",11,P22
251,1,2,0.2761836051940918,1.2466577128779788,1,2.637787602318204,"low_confidence,drift_batch",11,P22
88,1,0,0.2767869234085083,1.0283333797979517,1,2.636580965889371,"low_confidence,drift_batch",11,P22
187,2,2,0.2789296507835388,1.2301264333470958,0,2.63229551113931,"low_confidence,drift_batch",11,P22
255,1,2,0.2796553373336792,0.6581697999661423,1,2.6308441380390293,"low_confidence,drift_batch",11,P22
