batch_index,participants,strategy,row_index_in_batch,y_true,y_pred,confidence,anomaly_score,model_error,priority_score,selection_reasons,reviewed_label,human_correct,model_corrected,human_agrees_with_model
3,"P11,P7",uncertainty,246,0,3,0.2787013649940491,1.580171075742691,1,1.4425972700119019,low_confidence,0,1,1,0
3,"P11,P7",uncertainty,237,0,2,0.27586647868156433,0.9847713921330693,1,1.4482670426368713,low_confidence,0,1,1,0
3,"P11,P7",uncertainty,245,0,3,0.279984712600708,1.0107339753939635,1,1.440030574798584,low_confidence,0,1,1,0
3,"P11,P7",uncertainty,100,2,3,0.2881745398044586,1.556950011942501,1,1.4236509203910828,low_confidence,2,1,1,0
3,"P11,P7",uncertainty,124,2,2,0.2798771262168884,1.1538408657482553,0,1.4402457475662231,low_confidence,2,1,0,1
3,"P11,P7",uncertainty,210,0,2,0.26715943217277527,1.3529025454133603,1,1.4656811356544495,low_confidence,0,1,1,0
4,P11,uncertainty,168,2,0,0.27240490913391113,1.3529326275399918,1,3.038693659353829,"low_confidence,drift_batch",2,1,1,0
4,P11,uncertainty,189,2,0,0.27205556631088257,1.2014299597930829,1,3.0393923449998863,"low_confidence,drift_batch",2,1,1,0
4,P11,uncertainty,162,2,0,0.26026827096939087,1.6785294428179895,1,3.0629669356828697,"low_confidence,drift_batch",2,1,1,0
4,P11,uncertainty,150,2,2,0.26542559266090393,0.8893160003181805,0,3.0526522922998436,"low_confidence,drift_batch",2,1,0,1
4,P11,uncertainty,221,3,3,0.2639721930027008,0.8853878570825504,0,3.05555909161625,"low_confidence,drift_batch",3,1,0,1
4,P11,uncertainty,213,1,0,0.2677334249019623,0.9914700068951268,1,3.048036627817727,"low_confidence,drift_batch",1,1,1,0
4,P11,uncertainty,237,2,0,0.26703473925590515,1.179864367540007,1,3.049433999109841,"low_confidence,drift_batch",2,1,1,0
4,P11,uncertainty,249,2,3,0.2667064964771271,1.5392277181435123,1,3.0500904846673973,"low_confidence,drift_batch",2,1,1,0
5,P11,uncertainty,161,2,2,0.25714054703712463,1.9278781081273888,0,2.6038707371835894,"low_confidence,drift_batch",2,1,0,1
5,P11,uncertainty,172,1,2,0.27130451798439026,3.7495848041897664,1,2.575542795289058,"low_confidence,drift_batch",1,1,1,0
5,P11,uncertainty,198,3,3,0.2649308145046234,1.995698515777707,0,2.588290202248592,"low_confidence,drift_batch",3,1,0,1
5,P11,uncertainty,156,2,0,0.2744502127170563,2.7193139631522056,1,2.569251405823726,"low_confidence,drift_batch",2,1,1,0
5,P11,uncertainty,63,2,2,0.2677021324634552,2.6784573384917745,0,2.5827475663309283,"low_confidence,drift_batch",2,1,0,1
5,P11,uncertainty,81,2,2,0.27573180198669434,1.148168663370993,0,2.56668822728445,"low_confidence,drift_batch",2,1,0,1
5,P11,uncertainty,191,3,2,0.2695085108280182,0.8136588698779973,1,2.5791348096018023,"low_confidence,drift_batch",3,1,1,0
5,P11,uncertainty,38,2,2,0.2695051431655884,1.168281811104505,0,2.579141544926662,"low_confidence,drift_batch",2,1,0,1
6,"P11,P18",uncertainty,0,0,3,0.26549285650253296,1.5886330357323117,1,1.469014286994934,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,12,0,2,0.27842697501182556,1.3631131344758012,1,1.4431460499763489,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,56,0,2,0.2623821794986725,1.9452720368270888,1,1.475235641002655,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,137,2,2,0.27567142248153687,1.8629440135364017,0,1.4486571550369263,low_confidence,2,1,0,1
6,"P11,P18",uncertainty,44,0,0,0.26503726840019226,1.9731350261561675,0,1.4699254631996155,low_confidence,0,1,0,1
6,"P11,P18",uncertainty,33,0,0,0.2723245322704315,0.8487202609931785,0,1.455350935459137,low_confidence,0,1,0,1
6,"P11,P18",uncertainty,3,0,3,0.2712496519088745,2.187243388513044,1,1.457500696182251,low_confidence,0,1,1,0
6,"P11,P18",uncertainty,23,0,2,0.2822871506214142,1.4094961364708225,1,1.4354256987571716,low_confidence,0,1,1,0
7,P18,uncertainty,63,0,2,0.2680813670158386,1.281333255139277,1,2.385233553467347,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,184,0,0,0.2646612823009491,1.3075533761418618,0,2.392073722897126,"low_confidence,drift_batch",0,1,0,1
7,P18,uncertainty,41,0,0,0.27120429277420044,0.7717574399652825,0,2.3789877019506234,"low_confidence,drift_batch",0,1,0,1
7,P18,uncertainty,35,0,2,0.27588966488838196,1.3235119230660333,1,2.3696169577222603,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,10,3,3,0.27113816142082214,1.3106259996811143,0,2.37911996465738,"low_confidence,drift_batch",3,1,0,1
7,P18,uncertainty,80,0,2,0.26012110710144043,1.0220403093995898,1,2.4011540732961434,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,113,0,2,0.2744538187980652,1.532721504589103,1,2.372488649902894,"low_confidence,drift_batch",0,1,1,0
7,P18,uncertainty,132,0,2,0.274228572845459,0.826974500868152,1,2.3729391418081063,"low_confidence,drift_batch",0,1,1,0
8,P18,uncertainty,219,1,2,0.27129799127578735,1.0078120153075336,1,3.1429329352995685,"low_confidence,drift_batch",1,1,1,0
8,P18,uncertainty,167,2,2,0.27098384499549866,0.7662850450283448,0,3.143561227860146,"low_confidence,drift_batch",2,1,0,1
8,P18,uncertainty,143,2,3,0.2784253656864166,1.1832413813200688,1,3.12867818647831,"low_confidence,drift_batch",2,1,1,0
8,P18,uncertainty,168,2,2,0.27293211221694946,0.8361772140370305,0,3.1396646934172443,"low_confidence,drift_batch",2,1,0,1
8,P18,uncertainty,6,2,2,0.27590176463127136,1.5157972375982907,0,3.1337253885886005,"low_confidence,drift_batch",2,1,0,1
8,P18,uncertainty,87,1,2,0.28174856305122375,1.5122158053469419,1,3.1220317917486957,"low_confidence,drift_batch",1,1,1,0
8,P18,uncertainty,39,1,2,0.28242141008377075,1.3653036593310177,1,3.1206860976836017,"low_confidence,drift_batch",1,1,1,0
8,P18,uncertainty,157,2,2,0.2803713381290436,0.8638154803955448,0,3.124786241593056,"low_confidence,drift_batch",2,1,0,1
9,"P18,P22",uncertainty,172,2,3,0.2554008960723877,1.0540775154227913,1,2.6134135058097807,"low_confidence,drift_batch",2,1,1,0
9,"P18,P22",uncertainty,94,0,2,0.26322269439697266,0.9236870598475939,1,2.597769909160611,"low_confidence,drift_batch",0,1,1,0
9,"P18,P22",uncertainty,56,0,0,0.257160484790802,1.0968078411843643,0,2.609894328372952,"low_confidence,drift_batch",0,1,0,1
9,"P18,P22",uncertainty,130,2,2,0.267534077167511,0.6077603528089719,0,2.589147143619534,"low_confidence,drift_batch",2,1,0,1
9,"P18,P22",uncertainty,44,0,2,0.2735985219478607,1.2242839830247312,1,2.5770182540588347,"low_confidence,drift_batch",0,1,1,0
9,"P18,P22",uncertainty,70,0,2,0.2709154188632965,0.966740511011399,1,2.582384460227963,"low_confidence,drift_batch",0,1,1,0
9,"P18,P22",uncertainty,244,2,2,0.26716145873069763,1.947017672644578,0,2.589892380493161,"low_confidence,drift_batch",2,1,0,1
9,"P18,P22",uncertainty,76,0,0,0.2766348123550415,1.5153914444954686,0,2.570945673244473,"low_confidence,drift_batch",0,1,0,1
10,P22,uncertainty,176,0,2,0.2601371109485626,1.2439808245241564,1,2.3309386966490937,"low_confidence,drift_batch",0,1,1,0
10,P22,uncertainty,94,3,3,0.2598743140697479,1.0527683643622112,0,2.331464290406723,"low_confidence,drift_batch",3,1,0,1
10,P22,uncertainty,246,0,3,0.2586841285228729,0.8734311448809985,1,2.333844661500473,"low_confidence,drift_batch",0,1,1,0
10,P22,uncertainty,95,3,3,0.2619493007659912,0.7986247373796901,0,2.3273143170142365,"low_confidence,drift_batch",3,1,0,1
10,P22,uncertainty,198,0,2,0.2716524600982666,1.7877464134528283,1,2.3079079983496857,"low_confidence,drift_batch",0,1,1,0
10,P22,uncertainty,232,0,3,0.25579750537872314,1.2805777537532586,1,2.3396179077887727,"low_confidence,drift_batch",0,1,1,0
10,P22,uncertainty,110,0,2,0.26600271463394165,1.5688768370253303,1,2.3192074892783356,"low_confidence,drift_batch",0,1,1,0
10,P22,uncertainty,137,0,3,0.2664361894130707,1.0000924697503633,1,2.3183405397200776,"low_confidence,drift_batch",0,1,1,0
11,P22,uncertainty,190,2,2,0.2565108835697174,0.8757729940304908,0,2.6746056900072612,"low_confidence,drift_batch",2,1,0,1
11,P22,uncertainty,7,0,0,0.26279065012931824,1.236340842238083,0,2.6620461568880596,"low_confidence,drift_batch",0,1,0,1
11,P22,uncertainty,245,2,0,0.2597251534461975,0.8137211896434364,1,2.668177150254301,"low_confidence,drift_batch",2,1,1,0
11,P22,uncertainty,227,2,2,0.26648643612861633,1.2710945450418916,0,2.6546545848894634,"low_confidence,drift_batch",2,1,0,1
11,P22,uncertainty,19,0,0,0.2730342745780945,1.0450967196042984,0,2.641558907990507,"low_confidence,drift_batch",0,1,0,1
11,P22,uncertainty,45,2,3,0.2692694365978241,1.8551589982882564,1,2.649088583951048,"low_confidence,drift_batch",2,1,1,0
11,P22,uncertainty,8,0,0,0.26660895347595215,1.1436090397864511,0,2.6544095501947917,"low_confidence,drift_batch",0,1,0,1
11,P22,uncertainty,163,2,0,0.2621876895427704,1.1755707215171232,1,2.6632520780611553,"low_confidence,drift_batch",2,1,1,0
12,P22,uncertainty,145,0,0,0.25690290331840515,1.1634656149611686,0,2.4239689452129265,"low_confidence,drift_batch",0,1,0,1
12,P22,uncertainty,191,0,0,0.25851988792419434,1.5813272455287912,0,2.420734976001348,"low_confidence,drift_batch",0,1,0,1
12,P22,uncertainty,132,0,0,0.2625127136707306,1.7371019345665053,0,2.4127493245082756,"low_confidence,drift_batch",0,1,0,1
12,P22,uncertainty,14,1,3,0.2570987641811371,1.6246953898593854,1,2.4235772234874626,"low_confidence,drift_batch",1,1,1,0
12,P22,uncertainty,117,0,2,0.2655589282512665,0.7776790068241792,1,2.406656895347204,"low_confidence,drift_batch",0,1,1,0
12,P22,uncertainty,96,3,3,0.2618630826473236,1.231416131326575,0,2.4140485865550896,"low_confidence,drift_batch",3,1,0,1
12,P22,uncertainty,167,0,2,0.2665903866291046,1.539890537679117,1,2.4045939785915276,"low_confidence,drift_batch",0,1,1,0
12,P22,uncertainty,90,3,2,0.2619245648384094,0.9304456863227675,1,2.413925622172918,"low_confidence,drift_batch",3,1,1,0
